"denuncia_numero","hecho_fecha_hora","hecho_provincia","hecho_municipio","hecho_localidad","hecho_discriminacion","hecho_irregularidades","hecho_lugar","hecho_cometido_por","hecho_tipo_violencia","hecho_accion_realizada","denuncia_estado","denuncia_fecha_cambio_estado","denuncia_via_ingreso","denuncia_fecha_hora_carga","hecho_provincia_indec_id"
1141,"2017-04-09 05:10:00","Buenos Aires","Quilmes","","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","Personal de empresas de seguridad","Agresión verbal - Agresión física","","Derivado","2017-05-02 13:08:02.160","Página web de RENCAP ","2017-04-17 01:17:53.563","06"
1142,"2017-04-13 02:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Por indumentaria","No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores - Personal de empresas de seguridad","Agresión verbal","","Derivado","2017-04-18 15:32:02.110","Página web de RENCAP ","2017-04-17 20:10:14.263","02"
1143,"2017-04-13 02:30:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Por indumentaria","No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores - Personal de empresas de seguridad","Agresión verbal","","Desestimado","2017-04-20 16:44:10.387","Página web de RENCAP ","2017-04-17 20:13:51.707","02"
1144,"2017-04-16 04:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","Otros","","En el interior del local","Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa","Agresión verbal - Agresión física","","Derivado","2017-04-19 14:19:12.117","Página web de RENCAP ","2017-04-18 04:19:20.230","02"
1145,"2017-04-22 04:00:00","Buenos Aires","Quilmes","Quilmes","Por aspecto físico - Por indumentaria","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores","","","Agresión verbal","","Derivado","2017-04-25 13:34:10.640","Página web de RENCAP ","2017-04-22 17:08:28.913","06"
1147,"2017-04-22 22:00:00","Ciudad Autónoma de Buenos Aires","Barrio Caballito","","Por aspecto físico - Por indumentaria - Otros","No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores","","","","","Derivado","2017-04-26 15:23:58.307","Página web de RENCAP ","2017-04-25 22:55:40.693","02"
1150,"2017-04-27 03:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Otros","","En el interior del local","Controladores","Agresión física","","Derivado","2017-05-03 15:45:51.807","Página web de RENCAP ","2017-04-28 22:26:55.837","02"
1151,"2017-04-28 02:00:00","Mendoza","Godoy Cruz","","Otros","No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores","","Personal de empresas de seguridad - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2017-05-02 16:17:33.117","Página web de RENCAP ","2017-04-29 14:47:41.980","50"
1152,"2017-04-28 02:10:00","Mendoza","Godoy Cruz","GODOY CRUZ","Por aspecto físico - Otros","","En el acceso local","Controladores - Personas vinculadas a la empresa","","","Derivado","2017-05-08 16:06:37.817","Página web de RENCAP ","2017-05-04 20:54:45.557","50"
1153,"2017-05-03 18:00:00","San Luis","Villa Mercedes","VILLA MERCEDES","Otros","","En el interior del local","Personas vinculadas a la empresa","Agresión verbal","","Desestimado","2017-05-23 15:03:07.023","Página web de RENCAP ","2017-05-04 23:52:05.770","74"
1154,"2017-05-06 12:30:00","Santa Fé","Rosario","Rosario","Por aspecto físico - Racial","El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Personal de empresas de seguridad","","","Derivado","2017-05-09 14:42:49.927","Página web de RENCAP ","2017-05-06 02:48:25.997","82"
1155,"2017-05-06 03:20:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores - Personas vinculadas a la empresa","","","Derivado","2017-05-08 16:09:08.057","Página web de RENCAP ","2017-05-06 03:39:47.083","02"
1165,"2017-05-06 01:00:00","Tucumán","Yerba Buena","YERBA BUENA","Por aspecto físico - Por indumentaria - Otros","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","Controladores","","","Derivado","2017-05-10 17:32:00.490","Página web de RENCAP ","2017-05-10 10:17:02.763","90"
1166,"2017-05-06 03:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - Presencia de menores","En el acceso local","Controladores","","","Derivado","2017-05-10 17:39:41.420","Call Center","2017-05-10 14:00:02.103","02"
1167,"2010-06-19 03:00:00","Buenos Aires","Las Flores","Las Flores","Otros","","En el acceso local","Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa","","","Derivado","2017-06-01 14:40:46.863","Página web de RENCAP ","2017-05-11 11:20:58.727","06"
1168,"2017-05-12 01:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico","El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia","En las proximidades del local","Controladores","","","Derivado","2017-05-15 15:08:44.420","Call Center","2017-05-12 12:25:42.213","02"
1169,"2017-05-14 05:00:00","Mendoza","San Martín","SAN MARTIN","Por orientacion sexual","No exhibe condiciones de adminsión y permanencia","En el interior del local","Personas vinculadas a la empresa","Agresión verbal - Agresión física","","Desestimado","2017-06-05 13:59:20.777","Página web de RENCAP ","2017-05-14 15:25:05.987","50"
1170,"2017-05-14 01:30:00","Buenos Aires","San Isidro","San Isidro","Por aspecto físico","","En el acceso local","Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa","","","Derivado","2017-05-15 18:16:29.560","Página web de RENCAP ","2017-05-14 19:28:06.483","06"
1171,"2017-05-07 01:30:00","Buenos Aires","San Isidro","Martinez","Por aspecto físico","","En el acceso local","Controladores","","Se hizo denuncia policial","Desestimado","2017-05-23 15:05:20.027","Página web de RENCAP ","2017-05-14 22:58:56.407","06"
1172,"2016-09-17 02:30:00","Buenos Aires","San Isidro","San Isidro","Por aspecto físico - Por indumentaria","","En el acceso local","Personal de empresas de seguridad","Agresión verbal","","Derivado","2017-05-23 15:08:42.903","Página web de RENCAP ","2017-05-16 11:41:43.823","06"
1175,"2017-06-02 10:01:00","Ciudad Autónoma de Buenos Aires","Barrio Belgrano","","Por aspecto físico - Otros - Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","","Agresión verbal","","Derivado","2017-06-07 11:50:12.477","Página web de RENCAP ","2017-06-05 22:02:06.393","02"
1176,"2017-05-19 00:00:00","Buenos Aires","La Matanza","Ramos Mejía","Racial","El personal de control no esta identificado","En el acceso local","Personas vinculadas a la empresa","","","Derivado","2017-06-12 13:48:39.947","Call Center","2017-06-09 11:35:30.490","06"
1177,"2017-05-26 01:00:00","Buenos Aires","Quilmes","Quilmes","","Presencia de menores","","","","","Derivado","2017-06-09 15:02:56.713","Página web de RENCAP ","2017-06-09 13:27:25.460","06"
1178,"2017-06-08 09:40:00","Río Negro","Guardia Mitre","GUARDIA MITRE","","","En el interior del local","","Agresión verbal","","Desestimado","2017-07-10 10:20:14.470","Call Center","2017-06-13 17:40:54.547","62"
1180,"2017-06-16 02:00:00","Córdoba","Córdoba","CORDOBA","Por aspecto físico - Por indumentaria","No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores","","Personal de empresas de seguridad - Personas vinculadas a la empresa","","","Derivado","2017-06-28 09:58:09.187","Página web de RENCAP ","2017-06-20 14:36:04.990","14"
1184,"2017-06-07 12:12:00","Chubut","Buen Pasto","BUEN PASTO","","","En el acceso local","","Agresión verbal","","Desestimado","2017-07-10 10:21:59.287","Página web de RENCAP ","2017-06-29 22:27:41.907","26"
1186,"2017-06-29 20:08:00","Buenos Aires","Chascomús","Chascomús","Otros","No exhibe condiciones de adminsión y permanencia","En el interior del local","Personas vinculadas a la empresa","","","Derivado","2017-07-03 18:16:19.350","Página web de RENCAP ","2017-06-30 20:11:05.233","06"
1187,"2017-07-01 02:00:00","Ciudad Autónoma de Buenos Aires","Barrio Belgrano","","Por aspecto físico - Otros","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","","Agresión verbal","","Derivado","2017-07-04 10:46:43.750","Página web de RENCAP ","2017-07-02 09:25:29.023","02"
1188,"2017-07-02 04:45:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Belgrano","","","En el interior del local","Personal de empresas de seguridad","Agresión verbal - Agresión física","Se solicitó asistencia policial","Derivado","2017-07-03 11:33:25.943","Página web de RENCAP ","2017-07-02 20:01:58.660","02"
1189,"2017-07-01 05:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores","Agresión verbal - Agresión física","","Derivado","2017-07-11 11:06:50.923","Call Center","2017-07-04 12:00:25.710","02"
1190,"2017-07-09 12:00:00","Chaco","Presidencia Roque Sáenz Peña","PRESIDENCIA ROQUE SAENZ PEÑA","Por aspecto físico - Por orientacion sexual - Por indumentaria - Otros - Por religion - Por ideologia - Racial","No exhibe condiciones de adminsión y permanencia - Presencia de menores","","Controladores","Agresión verbal","","Derivado","2017-08-01 12:01:31.690","Página web de RENCAP ","2017-07-10 11:51:26.760","22"
1192,"2017-07-16 02:26:00","Ciudad Autónoma de Buenos Aires","Barrio Recoleta","","Por aspecto físico - Por indumentaria","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","","Agresión verbal - Agresión física","","Derivado","2017-07-24 11:59:08.587","Página web de RENCAP ","2017-07-16 05:30:12.297","02"
1193,"2017-07-16 02:30:00","Buenos Aires","San Miguel","San Miguel","Otros","El personal de control no esta identificado","En el interior del local","Personas vinculadas a la empresa","Agresión física","","Derivado","2017-08-02 11:26:23.573","Página web de RENCAP ","2017-07-17 10:52:03.060","06"
1194,"2017-07-21 02:02:00","Buenos Aires","Pergamino","Pergamino","Por aspecto físico - Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","","Controladores","Agresión verbal","","Derivado","2017-07-25 11:34:58.053","Página web de RENCAP ","2017-07-23 11:25:31.680","06"
1195,"2017-07-22 01:50:00","Buenos Aires","La Matanza","Ramos Mejía","Por orientacion sexual","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Controladores","Agresión verbal","","Derivado","2017-07-25 12:50:30.670","Call Center","2017-07-24 17:21:56.927","06"
1196,"2017-07-05 21:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por indumentaria","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia","En el acceso local","Personal de empresas de seguridad","","","Derivado","2017-07-25 18:52:33.183","Call Center","2017-07-25 17:28:14.030","02"
1197,"2017-07-23 02:00:00","Buenos Aires","La Plata","La Plata","Otros","","En el acceso local","Personas vinculadas a la empresa","","","Desestimado","2017-08-02 11:20:15.823","Página web de RENCAP ","2017-07-26 12:21:38.573","06"
1198,"2017-07-29 03:00:00","Ciudad Autónoma de Buenos Aires","Ciudad de Buenos Aires","Palermo","","El personal de control no esta identificado","En el acceso local","Controladores","Agresión verbal","","Derivado","2017-08-07 16:05:09.923","Call Center","2017-08-04 17:39:08.190","02"
1199,"2017-08-06 02:21:00","Mendoza","Luján de Cuyo","LUJAN DE CUYO","Por aspecto físico","","En el acceso local","","Agresión verbal","","Derivado","2017-09-04 14:21:29.977","Página web de RENCAP ","2017-08-06 03:22:36.277","50"
1208,"2017-08-06 04:00:00","Mendoza","Maipú","MAIPU","","","En el interior del local","Personal de empresas de seguridad - Personas vinculadas a la empresa","Agresión física","Se hizo denuncia ante la fiscalia","Derivado","2017-08-16 13:49:35.703","Call Center","2017-08-09 12:17:24.370","50"
1209,"2017-08-12 01:00:00","Tucumán","San Miguel de Tucumán","SAN MIGUEL DE TUCUMAN","Racial","El personal de control no esta identificado - No exhibe nomina de personal de control habilitado","En el acceso local","Personas vinculadas a la empresa","","","Derivado","2017-08-14 16:47:16.497","Call Center","2017-08-14 09:27:25.947","90"
1210,"2017-07-28 03:00:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Por indumentaria","","En el acceso local","Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa","Agresión verbal","","Derivado","2017-08-15 13:30:25.280","Página web de RENCAP ","2017-08-15 10:22:25.733","02"
1211,"2017-07-28 03:15:00","Ciudad Autónoma de Buenos Aires","Barrio Palermo","","Por aspecto físico - Por indumentaria - Otros","","En el acceso local","Personas vinculadas a la empresa","","","Derivado","2017-08-18 18:22:33.360","Página web de RENCAP ","2017-08-17 12:44:17.367","02"
1212,"2017-08-21 06:00:00","Buenos Aires","San Isidro","San Isidro","","","En las proximidades del local","Personas vinculadas a la empresa","Agresión física","","Derivado","2017-08-23 13:13:15.997","Call Center","2017-08-22 12:02:08.657","06"
1213,"2017-08-11 11:59:00","Buenos Aires","La Matanza","G. de Laferrere","","El personal de control no esta identificado","En el interior del local","Controladores","","","Desestimado","2017-09-06 20:15:27.883","Página web de RENCAP ","2017-08-24 09:01:22.283","06"
1214,"2017-08-24 02:00:00","Buenos Aires","La Matanza","G. de Laferrere","Otros","No exhibe nomina de personal de control habilitado","En el interior del local","Personas vinculadas a la empresa","Agresión verbal","","Derivado","2017-08-28 13:52:59.900","Página web de RENCAP ","2017-08-25 14:08:08.380","06"
